FORGE_PHASE_2_X_MODULE_DECISION_TABLE.txt
Generated: 2026-06-04
Scope: Concise module decision table for human review.

[Module Name | Classification | Recommended Domain | Ownership | Candidate | Action Recommendation | Priority | Notes]
smnyl-leaderboard-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-neural-glow-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-performance-engine.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected; possible duplicate / overlap candidate
state-manager.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
storage-validator.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
store.js | KEEP | SHARED CORE | SHARED CORE | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
universal-command-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
forge-rate-cache.json | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | JSON file requires human classification before movement.
manifest.json | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | JSON file requires human classification before movement.
maria_acceptance_001.json | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | JSON file requires human classification before movement.
maria_test_001.json | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | JSON file requires human classification before movement.
question-style-match-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review
schema-field-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | ALTA | unknown / needs review; possible orphan / no incoming imports detected
seen-but-no-reply-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
shared-client-language-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review
shared-financial-return-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review
shared-protection-efficiency-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review
shared-recovery-analysis-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review
universal-filters-engine.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
virtual-list.js | REVIEW REQUIRED | UNKNOWN / NEEDS REVIEW | UNKNOWN / NEEDS REVIEW | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected; possible duplicate / overlap candidate
